,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_datetime
29410,INN29508,0,2,0,3,Meal Plan 1,0,Room_Type 2,178,Online,0,0,0,94.62,1,Canceled,2018-08-23
29411,INN29509,2,0,1,1,Meal Plan 1,0,Room_Type 1,188,Online,0,0,0,105.3,0,Canceled,2018-08-13
29412,INN29510,2,0,2,1,Meal Plan 2,0,Room_Type 1,128,Offline,0,0,0,142.25,0,Not_Canceled,2018-06-26
29413,INN29511,2,0,1,3,Meal Plan 1,0,Room_Type 1,135,Online,0,0,0,119.85,2,Not_Canceled,2018-06-16
29414,INN29512,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,Offline,0,0,0,65.0,0,Not_Canceled,2017-12-04
29415,INN29513,1,0,2,4,Not Selected,0,Room_Type 1,3,Online,0,0,0,54.0,0,Not_Canceled,2018-01-03
29416,INN29514,2,0,0,1,Meal Plan 1,0,Room_Type 1,43,Online,0,0,0,83.85,2,Not_Canceled,2018-06-08
29417,INN29515,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,101.5,0,Not_Canceled,2017-09-18
29418,INN29516,2,0,0,1,Not Selected,0,Room_Type 1,6,Online,0,0,0,95.0,1,Not_Canceled,2018-11-25
29419,INN29517,2,0,0,3,Meal Plan 1,0,Room_Type 1,150,Online,0,0,0,106.2,1,Canceled,2018-06-02
29420,INN29518,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115.0,0,Canceled,2018-07-21
29421,INN29519,2,1,1,1,Not Selected,0,Room_Type 1,56,Online,0,0,0,125.1,1,Not_Canceled,2018-08-06
29422,INN29520,2,0,1,1,Not Selected,0,Room_Type 1,33,Online,0,0,0,80.1,0,Not_Canceled,2018-04-18
29423,INN29521,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,Corporate,0,0,0,81.0,0,Not_Canceled,2018-02-19
29424,INN29522,2,0,1,0,Not Selected,0,Room_Type 1,76,Online,0,0,0,116.1,0,Canceled,2018-05-22
29425,INN29523,1,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,87.0,0,Not_Canceled,2017-08-14
29426,INN29524,2,1,2,5,Not Selected,0,Room_Type 1,74,Online,0,0,0,61.08,1,Not_Canceled,2018-10-31
29427,INN29525,1,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,99.0,1,Not_Canceled,2018-07-20
29428,INN29526,2,0,3,6,Meal Plan 2,0,Room_Type 1,190,Online,0,0,0,128.92,0,Canceled,2018-08-22
29429,INN29527,1,0,0,1,Meal Plan 1,0,Room_Type 1,361,Online,1,1,0,91.0,0,Canceled,2018-11-04
29430,INN29528,2,0,0,2,Meal Plan 1,0,Room_Type 1,97,Offline,0,0,0,63.75,1,Canceled,2017-07-03
29431,INN29529,2,0,1,2,Not Selected,0,Room_Type 1,52,Offline,0,0,0,85.0,0,Not_Canceled,2018-04-22
29432,INN29530,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60.0,0,Canceled,2018-02-28
29433,INN29531,3,0,2,2,Meal Plan 1,0,Room_Type 4,62,Online,0,0,0,150.3,2,Not_Canceled,2018-07-02
29434,INN29532,2,1,2,3,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,154.4,2,Not_Canceled,2018-03-18
29435,INN29533,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,89.0,1,Not_Canceled,2018-04-08
29436,INN29534,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115.0,0,Canceled,2018-07-21
29437,INN29535,2,0,1,2,Meal Plan 1,0,Room_Type 4,83,Online,0,0,0,111.6,1,Not_Canceled,2018-12-26
29438,INN29536,2,2,2,1,Meal Plan 1,0,Room_Type 6,46,Online,0,0,0,181.8,0,Canceled,2018-09-03
29439,INN29537,1,0,1,1,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110.0,0,Not_Canceled,2018-06-06
29440,INN29538,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,Offline,0,0,0,115.0,1,Canceled,2018-06-15
29441,INN29539,2,0,2,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,80.75,0,Not_Canceled,2018-06-18
29442,INN29540,1,0,1,1,Meal Plan 1,0,Room_Type 1,67,Online,0,0,0,86.4,1,Not_Canceled,2018-11-26
29443,INN29541,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,Offline,0,0,0,110.0,0,Canceled,2018-09-19
29444,INN29542,2,0,1,3,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,122.0,2,Not_Canceled,2017-08-17
29445,INN29543,2,0,0,3,Meal Plan 1,0,Room_Type 1,201,Offline,0,0,0,72.08,0,Not_Canceled,2018-07-06
29446,INN29544,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,Offline,0,0,0,95.0,0,Canceled,2018-09-30
29447,INN29545,2,0,0,2,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,138.0,0,Not_Canceled,2018-12-30
29448,INN29546,3,0,0,1,Meal Plan 1,0,Room_Type 4,43,Online,0,0,0,168.3,0,Canceled,2018-07-14
29449,INN29547,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,80.0,0,Canceled,2018-05-19
29450,INN29548,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,Offline,0,0,0,130.0,0,Canceled,2018-03-25
29451,INN29549,2,0,0,2,Meal Plan 2,0,Room_Type 4,64,Online,0,0,0,153.0,0,Canceled,2018-07-14
29452,INN29550,2,0,1,0,Meal Plan 1,0,Room_Type 1,163,Online,0,0,0,105.3,2,Canceled,2018-08-01
29453,INN29551,2,0,2,2,Meal Plan 1,1,Room_Type 1,169,Online,0,0,0,118.25,2,Canceled,2018-04-23
29454,INN29552,2,0,2,1,Not Selected,0,Room_Type 1,43,Online,0,0,0,95.1,0,Canceled,2018-06-26
29455,INN29553,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,Offline,0,0,0,90.67,1,Not_Canceled,2018-06-10
29456,INN29554,2,0,2,3,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,90.78,0,Not_Canceled,2018-11-26
29457,INN29555,2,0,1,2,Meal Plan 1,0,Room_Type 2,57,Online,0,0,0,23.0,0,Not_Canceled,2018-02-08
29458,INN29556,2,2,1,1,Meal Plan 1,0,Room_Type 6,26,Online,0,0,0,206.5,4,Not_Canceled,2018-08-29
29459,INN29557,1,0,1,4,Meal Plan 1,0,Room_Type 4,128,Online,0,0,0,122.4,0,Canceled,2018-08-17
29460,INN29558,1,0,2,3,Meal Plan 1,0,Room_Type 4,13,Online,0,0,0,90.98,1,Not_Canceled,2017-09-20
29461,INN29559,1,0,1,2,Meal Plan 1,0,Room_Type 1,91,Offline,0,0,0,75.0,0,Not_Canceled,2018-09-30
29462,INN29560,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,88.0,0,Not_Canceled,2018-03-30
29463,INN29561,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,143.0,0,Canceled,2018-05-11
29464,INN29562,2,0,0,1,Not Selected,0,Room_Type 1,17,Online,0,0,0,135.0,2,Not_Canceled,2018-10-07
29465,INN29563,2,0,2,5,Meal Plan 1,0,Room_Type 1,139,Online,0,0,0,107.87,1,Not_Canceled,2018-08-22
29466,INN29564,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109.0,0,Not_Canceled,2017-10-16
29467,INN29565,2,0,1,3,Meal Plan 1,0,Room_Type 1,51,Online,0,0,0,75.95,1,Not_Canceled,2018-03-07
29468,INN29566,2,0,0,1,Not Selected,0,Room_Type 1,63,Online,0,0,0,116.1,0,Not_Canceled,2018-05-07
29469,INN29567,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Offline,0,0,0,89.0,0,Canceled,2018-11-04
29470,INN29568,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,130.0,0,Not_Canceled,2018-11-05
29471,INN29569,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,96.3,0,Canceled,2018-10-28
29472,INN29570,1,0,2,2,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,89.89,2,Not_Canceled,2018-11-27
29473,INN29571,3,0,0,4,Meal Plan 1,1,Room_Type 4,141,Online,0,0,0,167.4,0,Not_Canceled,2018-08-31
29474,INN29572,2,0,0,3,Meal Plan 1,0,Room_Type 1,183,Offline,0,0,0,110.0,1,Canceled,2018-09-08
29475,INN29573,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,Corporate,1,6,58,65.0,2,Not_Canceled,2018-12-28
29476,INN29574,2,0,1,3,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,99.45,0,Canceled,2018-04-11
29477,INN29575,2,0,0,4,Meal Plan 1,0,Room_Type 1,253,Offline,0,0,0,90.0,0,Canceled,2018-05-04
29478,INN29576,2,0,1,2,Meal Plan 1,0,Room_Type 4,94,Online,0,0,0,65.45,2,Not_Canceled,2017-11-23
29479,INN29577,2,0,1,2,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,159.0,1,Canceled,2018-09-23
29480,INN29578,3,0,1,3,Meal Plan 1,0,Room_Type 4,111,Online,0,0,0,137.7,0,Canceled,2018-08-01
29481,INN29579,2,0,1,0,Meal Plan 1,0,Room_Type 1,206,Online,0,0,0,96.3,2,Not_Canceled,2018-07-25
29482,INN29580,2,0,0,1,Not Selected,0,Room_Type 1,23,Online,0,0,0,139.0,1,Not_Canceled,2018-07-27
29483,INN29581,2,0,1,3,Meal Plan 1,0,Room_Type 1,200,Online,0,0,0,90.95,0,Canceled,2018-08-29
29484,INN29582,1,0,0,3,Meal Plan 1,0,Room_Type 4,16,Corporate,0,0,0,76.0,0,Not_Canceled,2018-03-08
29485,INN29583,2,0,2,1,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,103.0,0,Canceled,2018-03-12
29486,INN29584,2,0,2,3,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,116.1,1,Canceled,2018-03-06
29487,INN29585,1,0,0,2,Meal Plan 1,0,Room_Type 4,82,Online,0,0,0,140.4,1,Not_Canceled,2018-06-10
29488,INN29586,2,0,0,1,Meal Plan 1,0,Room_Type 1,13,Corporate,0,0,0,75.0,0,Not_Canceled,2018-07-26
29489,INN29587,2,0,0,2,Meal Plan 1,0,Room_Type 1,105,Online,0,0,0,62.86,0,Not_Canceled,2018-04-06
29490,INN29588,2,0,2,1,Not Selected,0,Room_Type 1,20,Online,0,0,0,129.0,2,Not_Canceled,2018-09-24
29491,INN29589,3,0,0,3,Meal Plan 1,0,Room_Type 1,25,Offline,0,0,0,60.0,1,Not_Canceled,2018-12-27
29492,INN29590,2,0,0,2,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,89.0,1,Not_Canceled,2018-02-10
29493,INN29591,2,0,0,3,Meal Plan 1,0,Room_Type 1,183,Offline,0,0,0,110.0,1,Canceled,2018-09-08
29494,INN29592,2,0,0,3,Meal Plan 1,0,Room_Type 1,109,Online,0,0,0,118.8,0,Canceled,2018-10-20
29495,INN29593,2,2,2,2,Meal Plan 1,0,Room_Type 6,194,Online,0,0,0,163.2,0,Canceled,2018-08-26
29496,INN29594,2,2,2,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,92.0,0,Not_Canceled,2018-01-03
29497,INN29595,2,0,1,3,Not Selected,0,Room_Type 1,46,Online,0,0,0,74.8,1,Not_Canceled,2018-11-03
29498,INN29596,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,126.0,0,Canceled,2017-09-12
29499,INN29597,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,141.0,0,Not_Canceled,2018-06-16
29500,INN29598,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,75.0,0,Not_Canceled,2018-02-17
29501,INN29599,2,2,2,3,Meal Plan 1,0,Room_Type 6,37,Online,0,0,0,211.5,0,Canceled,2018-06-10
29502,INN29600,2,0,0,2,Meal Plan 1,1,Room_Type 1,21,Online,0,0,0,102.0,1,Not_Canceled,2018-02-11
29503,INN29601,2,0,0,1,Meal Plan 1,0,Room_Type 4,4,Corporate,0,0,0,90.0,0,Canceled,2018-05-20
29504,INN29602,2,0,2,1,Meal Plan 1,0,Room_Type 1,34,Offline,0,0,0,85.5,0,Not_Canceled,2018-09-18
29505,INN29603,2,1,0,2,Meal Plan 1,0,Room_Type 1,102,Online,0,0,0,121.5,1,Canceled,2018-07-26
29506,INN29604,2,0,0,1,Not Selected,0,Room_Type 1,29,Online,0,0,0,75.0,0,Canceled,2018-02-04
29507,INN29605,2,0,2,1,Not Selected,0,Room_Type 1,43,Online,0,0,0,88.2,1,Not_Canceled,2018-03-20
29508,INN29606,2,1,1,0,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,160.0,1,Canceled,2018-07-24
29509,INN29607,2,0,1,5,Meal Plan 1,0,Room_Type 4,14,Online,0,0,0,122.96,1,Not_Canceled,2018-11-07
29510,INN29608,1,0,1,1,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,72.9,1,Canceled,2018-02-13
29511,INN29609,1,0,2,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,150.0,2,Not_Canceled,2018-10-30
29512,INN29610,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,70.0,0,Canceled,2017-10-16
29513,INN29611,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,Offline,0,0,0,100.0,0,Canceled,2018-05-20
29514,INN29612,2,0,1,2,Not Selected,0,Room_Type 1,52,Online,0,0,0,79.2,1,Canceled,2018-11-25
29515,INN29613,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,Offline,0,0,0,100.0,0,Canceled,2018-06-05
29516,INN29614,2,0,1,1,Not Selected,0,Room_Type 1,89,Online,0,0,0,79.2,3,Not_Canceled,2018-11-19
29517,INN29615,2,0,0,1,Meal Plan 1,0,Room_Type 4,88,Online,0,0,0,149.4,1,Canceled,2018-09-16
29518,INN29616,1,0,0,2,Meal Plan 1,0,Room_Type 4,44,Online,0,0,0,103.95,0,Not_Canceled,2018-03-17
29519,INN29617,2,0,1,1,Not Selected,0,Room_Type 1,71,Online,0,0,0,116.1,1,Canceled,2018-05-07
29520,INN29618,2,0,1,4,Meal Plan 1,0,Room_Type 1,174,Online,0,0,0,92.65,0,Canceled,2018-04-27
29521,INN29619,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Offline,0,0,0,110.0,0,Canceled,2018-10-12
29522,INN29620,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,90.0,0,Not_Canceled,2018-11-11
29523,INN29621,2,1,1,5,Meal Plan 1,0,Room_Type 1,146,Online,0,0,0,116.17,2,Canceled,2018-08-01
29524,INN29622,1,0,2,1,Meal Plan 1,0,Room_Type 4,20,Offline,0,0,0,75.0,0,Not_Canceled,2017-10-18
29525,INN29623,2,0,0,3,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,149.0,1,Not_Canceled,2018-03-30
29526,INN29624,2,0,0,3,Not Selected,0,Room_Type 1,37,Online,0,0,0,120.0,0,Canceled,2018-12-28
29527,INN29625,3,0,1,1,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,144.45,1,Not_Canceled,2018-10-24
29528,INN29626,2,0,0,1,Meal Plan 1,0,Room_Type 1,25,Offline,0,0,0,65.0,0,Not_Canceled,2018-12-27
29529,INN29627,2,1,1,2,Meal Plan 1,0,Room_Type 1,224,Offline,0,0,0,65.0,1,Not_Canceled,2017-10-02
29530,INN29628,2,0,2,0,Not Selected,0,Room_Type 1,23,Online,0,0,0,89.0,2,Not_Canceled,2018-09-11
29531,INN29629,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115.0,0,Canceled,2018-07-21
29532,INN29630,2,0,2,1,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,96.6,2,Not_Canceled,2018-10-30
29533,INN29631,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,Not_Canceled,2018-06-24
29534,INN29632,2,0,2,2,Meal Plan 1,0,Room_Type 2,82,Online,0,0,0,76.5,1,Canceled,2017-07-19
29535,INN29633,2,0,0,2,Meal Plan 1,0,Room_Type 1,83,Online,0,0,0,93.6,2,Not_Canceled,2018-11-25
29536,INN29634,2,0,0,3,Not Selected,0,Room_Type 1,108,Online,0,0,0,75.38,0,Not_Canceled,2018-05-04
29537,INN29635,2,1,2,1,Meal Plan 1,0,Room_Type 1,121,Online,0,0,0,121.5,2,Not_Canceled,2018-07-17
29538,INN29636,2,0,1,1,Meal Plan 1,0,Room_Type 1,40,Offline,0,0,0,70.0,0,Not_Canceled,2017-10-05
29539,INN29637,2,0,2,4,Meal Plan 2,0,Room_Type 1,37,Online,0,0,0,120.7,1,Not_Canceled,2018-11-16
29540,INN29638,2,0,1,4,Meal Plan 1,0,Room_Type 4,136,Online,0,0,0,144.9,1,Canceled,2018-09-21
29541,INN29639,2,0,0,1,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,95.0,1,Not_Canceled,2018-06-15
29542,INN29640,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,Corporate,0,0,0,100.0,0,Canceled,2018-05-31
29543,INN29641,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115.0,0,Canceled,2018-07-21
29544,INN29642,2,0,0,1,Meal Plan 1,0,Room_Type 4,6,Online,0,0,0,108.0,1,Not_Canceled,2018-02-20
29545,INN29643,2,0,2,2,Not Selected,0,Room_Type 1,57,Online,0,0,0,63.75,1,Not_Canceled,2018-03-11
29546,INN29644,3,0,2,1,Meal Plan 1,1,Room_Type 4,78,Online,0,0,0,177.3,1,Not_Canceled,2018-09-18
29547,INN29645,2,0,1,3,Not Selected,0,Room_Type 1,43,Online,0,0,0,74.8,0,Canceled,2018-12-08
29548,INN29646,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,Not_Canceled,2018-06-24
29549,INN29647,2,0,0,3,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,125.0,1,Not_Canceled,2017-10-15
29550,INN29648,2,0,0,5,Meal Plan 1,0,Room_Type 4,129,Online,0,0,0,124.2,2,Not_Canceled,2018-08-16
29551,INN29649,2,0,1,3,Meal Plan 1,0,Room_Type 4,37,Online,0,0,0,95.4,1,Canceled,2018-03-14
29552,INN29650,2,0,1,3,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,102.68,0,Not_Canceled,2018-09-26
29553,INN29651,2,0,0,1,Meal Plan 1,0,Room_Type 1,9,Offline,0,0,0,89.0,0,Not_Canceled,2018-12-03
29554,INN29652,1,1,0,3,Meal Plan 1,0,Room_Type 4,127,Online,0,0,0,84.05,1,Canceled,2018-12-27
29555,INN29653,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,52.0,0,Not_Canceled,2018-12-09
29556,INN29654,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109.0,0,Not_Canceled,2017-10-16
29557,INN29655,2,0,2,1,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,135.9,0,Canceled,2018-08-20
29558,INN29656,2,0,2,3,Meal Plan 1,0,Room_Type 4,93,Online,0,0,0,99.45,1,Not_Canceled,2018-04-17
29559,INN29657,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,149.0,1,Not_Canceled,2018-10-24
29560,INN29658,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,Offline,0,0,0,61.0,0,Canceled,2018-05-13
29561,INN29659,2,0,2,1,Meal Plan 1,0,Room_Type 1,99,Online,0,0,0,97.71,1,Not_Canceled,2018-05-22
29562,INN29660,2,0,0,1,Meal Plan 2,0,Room_Type 1,100,Offline,0,0,0,108.0,0,Canceled,2017-10-16
29563,INN29661,2,0,2,0,Meal Plan 1,0,Room_Type 1,61,Offline,0,0,0,91.0,0,Not_Canceled,2017-10-04
29564,INN29662,3,0,0,1,Meal Plan 1,0,Room_Type 1,178,Online,0,0,0,128.7,0,Canceled,2018-08-25
29565,INN29663,2,0,0,3,Not Selected,0,Room_Type 1,7,Online,0,0,0,79.67,1,Not_Canceled,2018-01-20
29566,INN29664,2,0,0,1,Not Selected,0,Room_Type 1,205,Online,0,0,0,116.1,0,Canceled,2018-09-15
29567,INN29665,2,0,2,2,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,108.38,1,Canceled,2018-04-24
29568,INN29666,1,0,0,3,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,86.0,0,Not_Canceled,2018-02-18
29569,INN29667,2,0,0,1,Meal Plan 1,0,Room_Type 1,43,Online,0,0,0,119.0,1,Not_Canceled,2018-10-25
29570,INN29668,2,0,2,3,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,96.6,2,Not_Canceled,2017-09-03
29571,INN29669,2,0,0,3,Meal Plan 2,0,Room_Type 1,36,Offline,0,0,0,112.0,0,Not_Canceled,2017-10-13
29572,INN29670,2,0,2,1,Meal Plan 1,0,Room_Type 1,261,Offline,0,0,0,68.0,0,Canceled,2018-11-20
29573,INN29671,2,0,1,2,Meal Plan 2,0,Room_Type 2,161,Offline,0,0,0,130.0,0,Canceled,2018-03-25
29574,INN29672,2,0,1,4,Meal Plan 1,0,Room_Type 2,36,Online,0,0,0,81.62,1,Not_Canceled,2017-10-21
29575,INN29673,2,0,0,2,Meal Plan 1,0,Room_Type 1,298,Offline,0,0,0,93.0,0,Not_Canceled,2018-05-10
29576,INN29674,2,1,2,3,Meal Plan 1,0,Room_Type 6,81,Online,0,0,0,187.85,0,Canceled,2018-05-15
29577,INN29675,2,0,0,3,Meal Plan 1,0,Room_Type 4,95,Online,0,0,0,132.3,0,Canceled,2018-10-20
29578,INN29676,1,0,0,3,Meal Plan 1,0,Room_Type 1,96,Online,0,0,0,84.6,0,Not_Canceled,2018-11-16
29579,INN29677,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,Offline,0,0,0,90.0,0,Canceled,2018-06-24
29580,INN29678,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,Corporate,1,2,15,66.0,0,Not_Canceled,2018-01-04
29581,INN29679,2,0,2,5,Not Selected,0,Room_Type 1,48,Online,0,0,0,74.8,1,Canceled,2018-11-13
29582,INN29680,2,0,0,2,Meal Plan 1,0,Room_Type 4,31,Offline,0,0,0,105.3,0,Not_Canceled,2018-05-13
29583,INN29681,2,2,1,4,Meal Plan 1,0,Room_Type 6,50,Online,0,0,0,170.85,0,Canceled,2018-04-13
29584,INN29682,2,0,2,3,Meal Plan 1,0,Room_Type 1,16,Offline,0,0,0,50.4,0,Not_Canceled,2017-08-13
29585,INN29683,1,0,0,3,Meal Plan 2,0,Room_Type 1,36,Offline,0,0,0,91.0,0,Not_Canceled,2017-10-13
29586,INN29684,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,85.0,0,Not_Canceled,2018-05-04
29587,INN29685,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,80.0,0,Canceled,2018-05-19
29588,INN29686,2,0,0,2,Meal Plan 1,0,Room_Type 1,42,Offline,0,0,0,94.5,0,Not_Canceled,2018-04-20
29589,INN29687,2,0,2,2,Meal Plan 1,0,Room_Type 1,167,Online,0,0,0,105.83,1,Canceled,2018-07-08
29590,INN29688,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,120.0,0,Canceled,2018-06-12
29591,INN29689,2,0,0,1,Meal Plan 1,0,Room_Type 4,17,Online,0,0,0,108.0,0,Not_Canceled,2018-03-04
29592,INN29690,3,0,0,1,Meal Plan 1,0,Room_Type 1,25,Corporate,0,0,0,81.0,1,Not_Canceled,2017-12-12
29593,INN29691,2,0,2,2,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,119.0,0,Not_Canceled,2018-12-31
29594,INN29692,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Offline,0,0,0,130.0,0,Canceled,2018-06-15
29595,INN29693,2,0,2,2,Meal Plan 1,0,Room_Type 1,129,Offline,0,0,0,80.75,0,Not_Canceled,2018-05-13
29596,INN29694,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,85.0,0,Not_Canceled,2018-07-21
29597,INN29695,2,0,0,2,Meal Plan 1,0,Room_Type 4,16,Online,0,0,0,166.0,2,Not_Canceled,2018-07-01
29598,INN29696,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,4,67.0,1,Not_Canceled,2018-12-13
29599,INN29697,2,0,0,3,Meal Plan 1,0,Room_Type 1,43,Offline,0,0,0,118.0,0,Not_Canceled,2017-12-31
29600,INN29698,2,0,1,3,Not Selected,0,Room_Type 1,10,Online,0,0,0,78.63,0,Not_Canceled,2018-11-17
29601,INN29699,2,0,0,5,Meal Plan 1,0,Room_Type 1,236,Corporate,0,0,0,89.0,0,Not_Canceled,2018-08-02
29602,INN29700,2,2,1,2,Meal Plan 1,0,Room_Type 6,195,Online,0,0,0,174.3,0,Canceled,2018-08-26
29603,INN29701,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,101.5,0,Not_Canceled,2017-09-18
29604,INN29702,1,0,1,5,Meal Plan 1,0,Room_Type 1,125,Online,0,0,0,80.75,2,Not_Canceled,2017-10-20
29605,INN29703,2,0,1,1,Meal Plan 1,1,Room_Type 1,1,Complementary,0,0,0,0.0,2,Not_Canceled,2018-10-03
29606,INN29704,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109.0,0,Not_Canceled,2017-08-14
29607,INN29705,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,96.0,1,Not_Canceled,2018-12-13
29608,INN29706,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,Offline,0,0,0,101.5,0,Canceled,2017-07-01
29609,INN29707,2,0,2,2,Meal Plan 1,0,Room_Type 2,50,Online,0,0,0,65.66,0,Canceled,2018-03-05
29610,INN29708,2,0,1,2,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,73.51,0,Not_Canceled,2017-10-02
29611,INN29709,2,0,0,1,Not Selected,0,Room_Type 1,182,Online,0,0,0,98.1,0,Canceled,2018-10-12
29612,INN29710,2,0,3,6,Not Selected,0,Room_Type 1,151,Online,0,0,0,97.75,0,Canceled,2018-08-06
29613,INN29711,2,0,1,2,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,147.6,0,Not_Canceled,2018-11-07
29614,INN29712,1,0,0,1,Meal Plan 1,0,Room_Type 5,2,Corporate,0,0,0,125.0,0,Not_Canceled,2018-09-01
29615,INN29713,1,0,0,3,Meal Plan 1,0,Room_Type 1,58,Offline,0,0,0,80.0,0,Not_Canceled,2018-01-27
29616,INN29714,2,0,2,1,Meal Plan 1,0,Room_Type 1,180,Online,0,0,0,108.9,1,Canceled,2018-10-01
29617,INN29715,2,0,0,2,Meal Plan 1,0,Room_Type 1,67,Offline,0,0,0,75.0,0,Not_Canceled,2018-11-25
29618,INN29716,2,0,0,2,Meal Plan 1,0,Room_Type 2,71,Online,0,0,0,69.0,1,Not_Canceled,2018-03-17
29619,INN29717,2,0,2,2,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,105.0,2,Not_Canceled,2017-10-04
